id,phone,salary,credit_score,age,label,is_fraud
776,13875118498,46826,700,38,0,False
777,13857561601,19521,520,38,0,False
778,13872871852,48836,503,60,1,False
779,13840142871,9294,593,18,1,False
780,13876115785,20145,463,62,0,False
781,13823998239,42941,637,60,0,False
782,13864689611,23575,708,29,1,False
783,13820579532,32342,662,19,1,False
784,13874264900,31907,811,60,0,False
785,13837885685,46620,542,50,1,False
786,13891669620,22039,808,43,0,False
787,13810165326,16032,812,18,1,False
788,13845467380,47611,755,24,0,False
789,13844146984,21589,767,57,0,False
790,13830168146,26340,690,44,0,False
791,13810067262,26953,670,40,1,False
792,13839452063,18890,567,62,1,False
793,13820965029,22400,484,65,0,False
794,13846190306,38795,792,64,0,False
795,13849108289,29936,584,34,1,False
796,13899506319,21693,671,53,1,False
797,13850726294,7221,518,52,0,False
798,13880147476,35096,762,41,1,False
799,13825257342,31254,616,56,1,False
800,13844408587,6391,810,48,0,True
801,13863381904,34450,546,39,0,False
802,13850639640,39157,579,39,0,False
803,13899145628,24733,508,19,0,False
804,13868205770,26626,770,26,1,False
805,13811884741,28139,598,31,1,False
806,13810555218,12385,524,39,0,False
807,13863288354,5591,589,53,1,True
808,13828573237,29776,498,19,1,False
809,13840606443,31897,687,52,1,False
810,13839862076,11276,575,37,0,False
811,13857817922,31491,802,64,0,False
812,13853420683,35680,483,20,1,False
813,13885377403,36102,822,19,1,False
814,13852376718,24268,597,21,1,False
815,13820586670,7575,500,65,0,True
816,13859800639,27814,517,62,1,False
817,13834710342,33803,720,54,1,False
818,13824364527,25719,843,60,1,False
819,13849509313,41206,542,38,1,False
820,13860629288,11894,480,35,0,False
821,13882650791,26154,527,55,0,False
822,13854824624,41482,651,46,1,False
823,13855785157,49071,558,33,0,False
824,13839673247,33894,589,50,1,False
825,13834171044,11902,601,25,1,False
826,13853303179,34389,601,36,0,False
827,13849383243,36530,825,30,0,False
828,13861620159,21655,815,42,1,False
829,13825289384,49289,533,65,0,False
830,13840752028,30856,535,37,0,True
831,13872276643,37858,539,18,1,False
832,13890708205,32460,729,52,0,False
833,13843777976,15384,741,22,1,False
834,13837966196,6872,564,27,0,False
835,13846677418,39452,693,45,1,False
836,13881634487,43893,790,40,1,False
837,13823440668,47822,578,52,1,False
838,13851997213,44301,767,55,0,False
839,13856747578,43690,776,35,0,True
840,13836707026,43081,826,30,0,False
841,13875479752,9683,471,24,1,False
842,13851754757,29963,648,57,0,False
843,13848945791,9276,654,47,0,False
844,13869903894,13000,508,64,0,False
845,13838293638,16587,803,22,1,True
846,13881642142,7817,844,40,0,False
847,13874528996,44739,650,24,1,False
848,13856530751,31940,804,43,0,False
849,13883211083,44622,620,50,0,False
850,13886933603,37964,795,31,0,False
851,13843331916,42559,497,25,1,True
852,13853756211,32247,827,33,1,False
853,13833756657,48570,545,52,0,False
854,13852896439,20651,619,43,1,True
855,13828747326,8879,493,55,0,True
856,13823224172,18742,563,28,0,False
857,13846693326,11786,623,64,1,False
858,13835283714,45818,833,29,1,False
859,13887201432,11417,571,28,1,False
860,13850562927,19318,782,34,0,False
861,13893739276,37223,833,48,1,False
862,13886981522,26771,809,41,0,False
863,13895273397,19980,800,47,0,False
864,13847332487,31552,683,50,1,False
865,13835664198,43431,456,23,0,False
866,13874274204,24026,748,36,1,False
867,13829107701,45259,566,36,0,False
868,13816870389,19752,622,40,1,False
869,13868844787,28469,779,53,1,False
870,13849124123,8545,734,25,1,False
871,13830076025,25133,593,48,0,False
872,13843526303,7004,501,40,0,False
873,13892363411,42239,507,20,1,False
874,13865559717,27893,783,32,1,False
875,13843639353,5895,693,30,1,False
876,13828520280,34946,824,63,1,False
877,13870323870,15551,816,59,1,False
878,13894820068,23479,788,60,1,False
879,13877935160,10019,800,34,1,False
880,13853747231,30679,769,64,1,False
881,13885849707,49509,728,60,0,False
882,13866456860,40731,561,57,0,True
883,13848136185,31040,666,19,0,False
884,13892408035,28799,650,51,1,False
885,13836977355,23070,586,26,1,False
886,13881503907,48316,595,46,1,False
887,13848719171,12423,555,39,1,False
888,13823911235,29458,451,49,0,False
889,13834263313,15643,823,29,0,False
890,13850476716,39675,620,26,1,False
891,13837291290,39105,785,64,0,False
892,13850714329,25500,709,29,0,False
893,13843253316,8544,847,47,1,False
894,13875685810,28465,527,33,0,False
895,13889943212,47585,790,41,0,False
896,13888357414,34707,603,49,1,False
897,13883544838,46631,687,31,1,False
898,13880042528,48813,468,19,1,True
899,13884174755,24940,662,47,1,False
900,13835863183,21060,509,50,1,False
901,13894896255,39113,766,33,1,False
902,13886680964,49925,462,44,1,False
903,13819740243,19147,760,61,0,True
904,13856356783,28004,492,42,0,False
905,13884213522,49572,712,46,0,False
906,13823217593,21015,586,56,1,False
907,13875509711,17901,457,47,1,False
908,13840368126,18768,630,39,0,False
909,13827763989,39395,793,52,1,False
910,13892958872,28174,561,55,0,False
911,13874396173,27391,516,23,1,False
912,13878172116,29291,515,22,0,False
913,13834634239,48635,830,47,1,False
914,13862527713,18199,746,51,1,True
915,13829680967,17308,766,36,0,False
916,13827314225,48177,813,56,0,False
917,13872999772,48165,793,23,0,False
918,13834527945,30226,759,22,1,False
919,13893636725,19570,690,41,0,False
920,13821522793,9040,828,30,1,False
921,13857007691,38129,783,20,1,False
922,13891064397,8184,459,54,0,False
923,13885358518,38354,769,36,1,False
924,13822294000,16607,625,22,1,False
925,13850474086,12993,648,51,0,False
926,13834067848,34059,838,52,0,False
927,13862180051,31538,679,25,1,False
928,13812943183,49830,784,56,1,False
929,13816888838,16474,734,48,1,False
930,13816056863,45475,685,62,0,False
931,13890451468,25898,827,43,1,False
932,13819784871,21643,527,59,0,False
933,13897879892,11891,760,20,0,False
934,13872121621,38099,595,37,0,False
935,13894779819,34060,755,43,1,False
936,13877003406,27694,841,56,1,False
937,13839236071,13029,579,63,1,False
938,13880883977,20669,783,22,0,False
939,13863829090,44960,814,25,1,False
940,13867045236,33904,692,48,0,False
941,13857284877,41501,532,49,1,False
942,13862868145,18941,819,49,1,False
943,13814827106,34314,767,33,1,False
944,13820556584,10500,484,50,1,False
945,13843250749,48618,539,39,0,False
946,13887596480,11598,686,51,1,False
947,13828053102,38984,527,28,0,False
948,13898237619,36078,607,45,0,False
949,13812313884,8668,725,20,1,False
950,13872573410,22011,668,64,1,False
951,13883483641,27630,640,28,0,False
952,13847499166,29819,624,41,1,True
953,13810992320,10366,464,47,0,False
954,13851955674,47398,625,39,1,False
955,13887526919,31833,804,34,1,False
956,13897054698,37185,521,63,0,False
957,13860551670,43264,736,20,0,False
958,13865075889,41829,776,52,1,False
959,13894068468,35197,757,28,1,False
960,13849733682,38955,555,48,0,False
961,13888348885,6405,580,37,0,False
962,13815923169,18624,768,21,1,False
963,13869792893,22528,516,34,0,False
964,13812136649,23404,815,46,1,False
965,13898892064,34995,525,55,0,False
966,13818600657,7880,546,30,1,False
967,13810410844,28375,543,43,0,False
968,13882846662,32565,634,42,0,False
969,13886972944,43421,637,57,0,False
970,13826463768,13074,766,21,1,False
971,13854854942,45794,538,55,0,False
972,13887781029,33204,769,56,1,False
973,13866807465,21724,542,23,1,False
974,13885971586,36151,810,38,1,False
975,13833653901,31898,807,32,1,False
976,13898418002,45738,659,39,0,False
977,13834073901,27927,791,46,1,False
978,13819904448,39249,759,32,1,False
979,13875391445,14067,542,29,0,False
980,13852779488,22816,834,47,0,False
981,13877644010,44996,743,22,0,False
982,13866120712,34060,760,59,0,False
983,13830848800,20782,819,63,1,False
984,13831687420,48262,469,36,1,False
985,13825691766,27962,650,39,0,False
986,13889737220,9087,702,24,1,False
987,13853349183,12927,735,53,1,False
988,13860662962,48286,490,20,1,False
989,13822280338,17467,503,46,0,False
990,13839826366,27212,539,41,1,False
991,13810974518,17726,694,29,0,False
992,13880800692,18356,519,20,1,False
993,13829060211,17660,768,34,1,False
994,13846480621,36197,631,39,1,False
995,13890781164,49149,644,47,0,False
996,13842331391,24428,629,18,0,True
997,13863119539,37883,648,56,0,False
998,13810975874,41670,575,49,1,False
999,13853626713,15825,570,30,1,False
1000,13825860002,29693,711,49,1,False
